id,Action
1,0.001786402066253505
2,0.9979839825930388
3,0.9999998541432853
4,0.8792109147788822
5,0.9999999514297447
6,0.9999999931277033
7,0.9992909590973342
8,0.9999971217481819
9,0.06979673000536461
10,0.8994864568307834
11,0.9999870621935061
12,0.6405438904424084
13,0.4032289311005406
14,0.07953551449139581
15,0.9478833043689411
16,0.991057286997256
17,0.41324126191980437
18,0.2037444332428494
19,0.9933500676038851
20,0.968270580118232
21,0.9999999355893118
22,0.9990904251939412
23,0.5730407036458699
24,0.6126128796278588
25,0.5772983369926977
26,0.7537222512650003
27,0.9831432737156027
28,0.0036631519938527435
29,0.99538359403467
30,0.25362941772612
31,0.8797513043316473
32,0.9102132691720674
33,0.9654937760713507
34,0.9960532384524438
35,0.7958296569037299
36,0.9991912771806856
37,0.9499922803685404
38,0.9957190043458004
39,0.21863223437602047
40,0.11497543612011243
41,0.30562665513784915
42,0.9999895667913488
43,0.9549816328397376
44,0.9157611810684086
45,0.7265909516652885
46,0.7232559654435002
47,0.9999999996746596
48,0.21428516196057312
49,0.9997219349621256
50,0.9994884360728699
51,0.9976193890097427
52,0.943034477100528
53,0.9422213767053581
54,0.9984463336306709
55,0.40046815705881805
56,0.009255581220003915
57,0.9190994049556283
58,0.999999974633621
59,0.8956672694133117
60,0.9039818954827671
61,0.9999998724044775
62,0.9245034838992222
63,0.8887977183640323
64,0.9985517866231399
65,0.9997742357620555
66,0.9955294288666262
67,0.7807484472172856
68,0.9937789268750097
69,0.6007467942558111
70,0.010023117408932128
71,0.8885736820448569
72,0.9999011723609044
73,0.9810737483861248
74,0.9825342648415649
75,0.872125129683396
76,0.9999924705965454
77,0.9976197612481714
78,0.8165491132284953
79,0.9174905325782046
80,0.9999998233087174
81,0.999990670356649
82,0.8639970470588328
83,0.9915842797099719
84,0.9999877561335389
85,0.9499385956611951
86,0.017176677857523494
87,0.13047628452049273
88,0.9999988881952739
89,0.9996951645783577
90,0.9590348660874476
91,0.9233289684250211
92,0.11892236896844245
93,0.9999999992040625
94,0.27667399467025333
95,0.9999989108024052
96,0.8930544850993336
97,0.04015765140849006
98,0.9867274559023039
99,0.9999822341518513
100,0.9927596714046838
101,0.8406704282341657
102,0.09600003076718709
103,0.9471362093824777
104,0.14285006290811134
105,0.2689063108557932
106,0.9996840676171307
107,0.99999818768217
108,0.3798557788038735
109,0.9941653307010221
110,0.6077152850871324
111,0.1713622479061185
112,0.601456914790592
113,0.8459326752520363
114,0.9999993042644213
115,0.8768999439364129
116,0.8070352337589068
117,0.9262421114817747
118,0.99982879415022885
119,0.9999999998572859
120,0.9983480184690369
121,0.9986008207167869
122,0.9911991732827058
123,0.09582235462324533
124,0.9836952913693205
125,0.9999997727988316
126,0.09762112552324345
127,0.0021908697142587388
128,0.27926428076986903
129,0.3862416714860963
130,0.8455943557990938
131,0.9999978923722729
132,0.9394738605827201
133,0.6428703236404099
134,0.1585938518670511
135,0.9999997925002901
136,0.2945211605260495
137,0.9942154922273225
138,0.9276048176177427
139,0.2457404777782579
140,0.9997507363328123
141,0.9989210095890793
142,0.41250072769477275
143,0.9976757312155289
144,0.8821428110758549
145,0.9999999997376849
146,0.014918666436457475
147,0.003436194245006165
148,0.5268572943111054
149,0.9999787936998461
150,0.9870374991714094
151,0.9602863010962305
152,0.9908502041498326
153,0.9574010579146803
154,0.3393665311916081
155,0.6683905559179512
156,0.9438857452844868
157,0.9842652689883032
158,0.5236863419957699
159,0.9936806314900221
160,0.7390726957440559
161,8.260085541882154e-4
162,0.9999562284620961
163,0.9913813445049384
164,0.9999745039555339
165,0.7724675218335584
166,0.9999999216907155
167,0.4574426464453857
168,0.9999910461689542
169,0.4780291465853001
170,0.9999633146520899
171,0.617908832242986
172,0.9992464086347507
173,0.9964376399592149
174,0.9999988142862944
175,0.9999770443086805
176,0.9999999263842597
177,0.06587666469784284
178,0.9999999974288036
179,0.999999888021169
180,0.003436194245006165
181,0.0033553838245097543
182,0.8455943557990938
183,0.8695377074877464
184,0.806956653337734
185,0.9915539658047181
186,0.1748638885060461
187,0.9999994614201407
188,0.878509465429447
189,0.6127189382422402
190,0.9847018723009503
191,0.9999999999992548
192,0.619123554156879
193,0.9999999999746725
194,0.9932446388482694
195,0.9570222781507631
196,0.99999999978485965
197,0.9375849089706224
198,0.7709967729000656
199,0.9891466992423732
200,0.019722399332868127
201,0.9935099660946914
202,0.9624312810822486
203,0.0818615875720128
204,0.559188921165583
205,0.9993984574638436
206,0.99543047283509
